Internal code for this file,Country Code,Country name,Year,Gas/Scope,CRF code,Description as in CRF,Sector_code,Sector_name,Colum,Row,Unit,Emissions - MS [kt],Emissions - EEA [kt],Emissions with notation key [kt],Emissions,Notation key,Source,Description test,Check,Manually,Final check
RO_2023_CO2_Total_net,RO,Romania,2023,CO2,Total_net,Total (net emissions)(1),,,B,7,Gg CO2 equivalent,22030.26693,22030.26859,"22,030.27",22030.27,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_CO2_1,RO,Romania,2023,CO2,1,1. Energy,1,1 - Energy,B,8,Gg CO2 equivalent,62062.1549,62062.15469,"62,062.15",62062.15,,EEA,1. Energy,TRUE,,TRUE
RO_2023_CO2_1A,RO,Romania,2023,CO2,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,B,9,Gg CO2 equivalent,61345.30669,61345.30669,"61,345.31",61345.31,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
RO_2023_CO2_1A1,RO,Romania,2023,CO2,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,B,10,Gg CO2 equivalent,17290.06247,17290.06247,"17,290.06",17290.06,,MS data,1.  Energy industries,TRUE,,TRUE
RO_2023_CO2_1A2,RO,Romania,2023,CO2,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,B,11,Gg CO2 equivalent,12544.35872,12544.35872,"12,544.36",12544.36,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
RO_2023_CO2_1A3,RO,Romania,2023,CO2,1A3,3.  Transport,1.A.3,1.A.3 - Transport,B,12,Gg CO2 equivalent,19993.76701,19993.76701,"19,993.77",19993.77,,MS data,3.  Transport (3),FALSE,1,TRUE
RO_2023_CO2_1A4,RO,Romania,2023,CO2,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,B,13,Gg CO2 equivalent,10396.63791,10396.63791,"10,396.64",10396.64,,MS data,4.  Other sectors,TRUE,,TRUE
RO_2023_CO2_1A5,RO,Romania,2023,CO2,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,B,14,Gg CO2 equivalent,1120.48058,1120.48058,"1,120.48",1120.48,,MS data,5.  Other,TRUE,,TRUE
RO_2023_CO2_1B,RO,Romania,2023,CO2,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,B,15,Gg CO2 equivalent,716.84821,716.848,716.85,716.85,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
RO_2023_CO2_1B1,RO,Romania,2023,CO2,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,B,16,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,1.  Solid fuels,TRUE,,TRUE
RO_2023_CO2_1B2,RO,Romania,2023,CO2,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,B,17,Gg CO2 equivalent,716.84821,716.848,716.85,716.85,,EEA,2.  Oil and natural gas,TRUE,,TRUE
RO_2023_CO2_1C,RO,Romania,2023,CO2,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,B,18,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
RO_2023_CO2_2,RO,Romania,2023,CO2,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,B,19,Gg CO2 equivalent,6428.05516,6428.057,"6,428.06",6428.06,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_CO2_2A,RO,Romania,2023,CO2,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,B,20,Gg CO2 equivalent,4305.41849,4305.42,"4,305.42",4305.42,,EEA,A.  Mineral industry,TRUE,,TRUE
RO_2023_CO2_2B,RO,Romania,2023,CO2,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,B,21,Gg CO2 equivalent,102.29227,102.292,102.29,102.29,,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_CO2_2C,RO,Romania,2023,CO2,2C,C.  Metal industry,2.C,2.C - Metal Industry,B,22,Gg CO2 equivalent,1358.09978,1358.1,"1,358.10",1358.10,,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_CO2_2D,RO,Romania,2023,CO2,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,B,23,Gg CO2 equivalent,662.24462,662.245,662.25,662.25,,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
RO_2023_CO2_2G,RO,Romania,2023,CO2,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,B,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_CO2_2H,RO,Romania,2023,CO2,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,B,27,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_CO2_3,RO,Romania,2023,CO2,3,3.  Agriculture,3,3 - Agriculture,B,28,Gg CO2 equivalent,150.77988,150.7799,150.78,150.78,,EEA,3.  Agriculture,TRUE,,TRUE
RO_2023_CO2_3G,RO,Romania,2023,CO2,3G,G. Liming,3.G,3.G - Liming,B,35,Gg CO2 equivalent,69.02841,69.0284,69.03,69.03,,EEA,G. Liming,TRUE,,TRUE
RO_2023_CO2_3H,RO,Romania,2023,CO2,3H,H. Urea application,3.H,3.H - Urea Application,B,36,Gg CO2 equivalent,81.75146,81.7515,81.75,81.75,,EEA,H. Urea application,TRUE,,TRUE
RO_2023_CO2_3I,RO,Romania,2023,CO2,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,B,37,Gg CO2 equivalent,0,NO,NO,,NO,EEA,I.  Other carbon-containing fertilizers,TRUE,,TRUE
RO_2023_CO2_3J,RO,Romania,2023,CO2,3J,J.  Other ,3.J,3.J - Other agriculture emissions,B,38,Gg CO2 equivalent,0,NO,NO,,NO,EEA,J.  Other ,TRUE,,TRUE
RO_2023_CO2_4,RO,Romania,2023,CO2,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",B,39,Gg CO2 equivalent,-46615.8243,-46615.8243,"-46,615.82",-46615.82,,MS data,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
RO_2023_CO2_4A,RO,Romania,2023,CO2,4A,A. Forest land,4.A,4.A - Forest Land,B,40,Gg CO2 equivalent,-27627.76629,-27627.76629,"-27,627.77",-27627.77,,MS data,A. Forest land,TRUE,,TRUE
RO_2023_CO2_4B,RO,Romania,2023,CO2,4B,B. Cropland,4.B,4.B - Cropland,B,41,Gg CO2 equivalent,-15342.76406,-15342.76406,"-15,342.76",-15342.76,,MS data,B. Cropland,TRUE,,TRUE
RO_2023_CO2_4C,RO,Romania,2023,CO2,4C,C. Grassland,4.C,4.C - Grassland,B,42,Gg CO2 equivalent,-1666.51695,-1666.51695,"-1,666.52",-1666.52,,MS data,C. Grassland,TRUE,,TRUE
RO_2023_CO2_4D,RO,Romania,2023,CO2,4D,D. Wetlands,4.D,4.D - Wetlands,B,43,Gg CO2 equivalent,-261.14213,-261.14213,-261.14,-261.14,,MS data,D. Wetlands,TRUE,,TRUE
RO_2023_CO2_4E,RO,Romania,2023,CO2,4E,E. Settlements ,4.E,4.E - Settlements,B,44,Gg CO2 equivalent,669.2751,669.2751,669.28,669.28,,MS data,E. Settlements ,TRUE,,TRUE
RO_2023_CO2_4F,RO,Romania,2023,CO2,4F,F. Other land,4.F,4.F - Other Land,B,45,Gg CO2 equivalent,-30.44572,-30.44572,-30.45,-30.45,,MS data,F. Other land,TRUE,,TRUE
RO_2023_CO2_4G,RO,Romania,2023,CO2,4G,G. Harvested wood products,4.G,4.G - Harvested Wood Products,B,46,Gg CO2 equivalent,-2356.46424,-2356.46424,"-2,356.46",-2356.46,,MS data,G. Harvested wood products,TRUE,,TRUE
RO_2023_CO2_4H,RO,Romania,2023,CO2,4H,H. Other       ,4.H,4.H - Other LULUCF,B,47,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H. Other       ,TRUE,,TRUE
RO_2023_CO2_5,RO,Romania,2023,CO2,5,5.  Waste,5,5 - Waste management,B,48,Gg CO2 equivalent,5.10129,5.10129,5.1,5.10,,MS data,5.  Waste,TRUE,,TRUE
RO_2023_CO2_5A,RO,Romania,2023,CO2,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,B,49,Gg CO2 equivalent,0,NA,NA,,NA,EEA,A.  Solid waste disposal ,FALSE,,FALSE
RO_2023_CO2_5C,RO,Romania,2023,CO2,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,B,51,Gg CO2 equivalent,5.10129,5.10129,5.1,5.10,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
RO_2023_CO2_5E,RO,Romania,2023,CO2,5E,E.  Other ,5.E,5.E - Other Disposal,B,53,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Other ,FALSE,,FALSE
RO_2023_CO2_6,RO,Romania,2023,CO2,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_CH4_Total_net,RO,Romania,2023,CH4,Total_net,Total (net emissions)(1),,,C,7,Gg CO2 equivalent,25302.38522,25308.60214,"25,308.60",25308.60,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_CH4_1,RO,Romania,2023,CH4,1,1. Energy,1,1 - Energy,C,8,Gg CO2 equivalent,9379.62815,9379.62842,"9,379.63",9379.63,,EEA,1. Energy,TRUE,,TRUE
RO_2023_CH4_1A,RO,Romania,2023,CH4,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,C,9,Gg CO2 equivalent,1262.36842,1262.36842,"1,262.37",1262.37,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
RO_2023_CH4_1A1,RO,Romania,2023,CH4,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,C,10,Gg CO2 equivalent,355.79623,355.79623,355.8,355.80,,MS data,1.  Energy industries,TRUE,,TRUE
RO_2023_CH4_1A2,RO,Romania,2023,CH4,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,C,11,Gg CO2 equivalent,258.13878,258.13878,258.14,258.14,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
RO_2023_CH4_1A3,RO,Romania,2023,CH4,1A3,3.  Transport,1.A.3,1.A.3 - Transport,C,12,Gg CO2 equivalent,411.43327,411.43327,411.43,411.43,,MS data,3.  Transport (3),FALSE,1,TRUE
RO_2023_CH4_1A4,RO,Romania,2023,CH4,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,C,13,Gg CO2 equivalent,213.94281,213.94281,213.94,213.94,,MS data,4.  Other sectors,TRUE,,TRUE
RO_2023_CH4_1A5,RO,Romania,2023,CH4,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,C,14,Gg CO2 equivalent,23.05734,23.05734,23.06,23.06,,MS data,5.  Other,TRUE,,TRUE
RO_2023_CH4_1B,RO,Romania,2023,CH4,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,C,15,Gg CO2 equivalent,8117.25973,8117.26,"8,117.26",8117.26,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
RO_2023_CH4_1B1,RO,Romania,2023,CH4,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,C,16,Gg CO2 equivalent,5625.3901,5625.39,"5,625.39",5625.39,,EEA,1.  Solid fuels,TRUE,,TRUE
RO_2023_CH4_1B2,RO,Romania,2023,CH4,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,C,17,Gg CO2 equivalent,2491.86963,2491.87,"2,491.87",2491.87,,EEA,2.  Oil and natural gas,TRUE,,TRUE
RO_2023_CH4_2,RO,Romania,2023,CH4,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,C,19,Gg CO2 equivalent,8.43402,8.43403,8.43,8.43,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_CH4_2B,RO,Romania,2023,CH4,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,C,21,Gg CO2 equivalent,6.95512,6.95512,6.96,6.96,,MS data,B.  Chemical industry,TRUE,,TRUE
RO_2023_CH4_2C,RO,Romania,2023,CH4,2C,C.  Metal industry,2.C,2.C - Metal Industry,C,22,Gg CO2 equivalent,1.47891,1.47891,1.48,1.48,,MS data,C.  Metal industry,TRUE,,TRUE
RO_2023_CH4_2D,RO,Romania,2023,CH4,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,C,23,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
RO_2023_CH4_2G,RO,Romania,2023,CH4,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,C,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_CH4_2H,RO,Romania,2023,CH4,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,C,27,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_CH4_3,RO,Romania,2023,CH4,3,3.  Agriculture,3,3 - Agriculture,C,28,Gg CO2 equivalent,9670.40752,9670.4031,"9,670.40",9670.40,,EEA,3.  Agriculture,TRUE,,TRUE
RO_2023_CH4_3A,RO,Romania,2023,CH4,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,C,29,Gg CO2 equivalent,8403.3242,8403.32,"8,403.32",8403.32,,EEA,A.  Enteric fermentation,TRUE,,TRUE
RO_2023_CH4_3B,RO,Romania,2023,CH4,3B,B.  Manure management,3.B,3.B - Manure Management,C,30,Gg CO2 equivalent,665.45637,665.456,665.46,665.46,,EEA,B.  Manure management,TRUE,,TRUE
RO_2023_CH4_3C,RO,Romania,2023,CH4,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,C,31,Gg CO2 equivalent,10.40606,10.4061,10.41,10.41,,EEA,C.  Rice cultivation,TRUE,,TRUE
RO_2023_CH4_3D,RO,Romania,2023,CH4,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,C,32,Gg CO2 equivalent,0,NE,NE,,NE,EEA,D.  Agricultural soils,TRUE,,TRUE
RO_2023_CH4_3E,RO,Romania,2023,CH4,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,C,33,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
RO_2023_CH4_3F,RO,Romania,2023,CH4,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,C,34,Gg CO2 equivalent,591.22089,591.221,591.22,591.22,,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
RO_2023_CH4_3J,RO,Romania,2023,CH4,3J,J.  Other ,3.J,3.J - Other agriculture emissions,C,38,Gg CO2 equivalent,0,NO,NO,,NO,EEA,J.  Other ,TRUE,,TRUE
RO_2023_CH4_4,RO,Romania,2023,CH4,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",C,39,Gg CO2 equivalent,47.24349,53.46456,53.46,53.46,,EEA,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
RO_2023_CH4_4A,RO,Romania,2023,CH4,4A,A. Forest land,4.A,4.A - Forest Land,C,40,Gg CO2 equivalent,22.7183,22.7183,22.72,22.72,,MS data,A. Forest land,TRUE,,TRUE
RO_2023_CH4_4B,RO,Romania,2023,CH4,4B,B. Cropland,4.B,4.B - Cropland,C,41,Gg CO2 equivalent,0,6.22107,6.22,6.22,,EEA,B. Cropland,TRUE,,TRUE
RO_2023_CH4_4C,RO,Romania,2023,CH4,4C,C. Grassland,4.C,4.C - Grassland,C,42,Gg CO2 equivalent,24.52519,24.52519,24.53,24.53,,MS data,C. Grassland,TRUE,,TRUE
RO_2023_CH4_4D,RO,Romania,2023,CH4,4D,D. Wetlands,4.D,4.D - Wetlands,C,43,Gg CO2 equivalent,0,NO,NO,,NO,EEA,D. Wetlands,TRUE,,TRUE
RO_2023_CH4_4E,RO,Romania,2023,CH4,4E,E. Settlements ,4.E,4.E - Settlements,C,44,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E. Settlements ,TRUE,,TRUE
RO_2023_CH4_4F,RO,Romania,2023,CH4,4F,F. Other land,4.F,4.F - Other Land,C,45,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,F. Other land,TRUE,,TRUE
RO_2023_CH4_4H,RO,Romania,2023,CH4,4H,H. Other       ,4.H,4.H - Other LULUCF,C,47,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H. Other       ,TRUE,,TRUE
RO_2023_CH4_5,RO,Romania,2023,CH4,5,5.  Waste,5,5 - Waste management,C,48,Gg CO2 equivalent,6196.67203,6196.67203,"6,196.67",6196.67,,MS data,5.  Waste,TRUE,,TRUE
RO_2023_CH4_5A,RO,Romania,2023,CH4,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,C,49,Gg CO2 equivalent,4431.47564,4431.47564,"4,431.48",4431.48,,MS data,A.  Solid waste disposal ,FALSE,,FALSE
RO_2023_CH4_5B,RO,Romania,2023,CH4,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,C,50,Gg CO2 equivalent,69.35248,69.35248,69.35,69.35,,MS data,B.  Biological treatment of solid waste,TRUE,,TRUE
RO_2023_CH4_5C,RO,Romania,2023,CH4,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,C,51,Gg CO2 equivalent,0.04076,0.04076,0.04,0.04,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
RO_2023_CH4_5D,RO,Romania,2023,CH4,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,C,52,Gg CO2 equivalent,1695.80315,1695.80315,"1,695.80",1695.80,,MS data,D.  Waste water treatment and discharge,TRUE,,TRUE
RO_2023_CH4_5E,RO,Romania,2023,CH4,5E,E.  Other ,5.E,5.E - Other Disposal,C,53,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Other ,FALSE,,FALSE
RO_2023_CH4_6,RO,Romania,2023,CH4,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_N2O_Total_net,RO,Romania,2023,N2O,Total_net,Total (net emissions)(1),,,D,7,Gg CO2 equivalent,9390.67398,9390.67807,"9,390.68",9390.68,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_N2O_1,RO,Romania,2023,N2O,1,1. Energy,1,1 - Energy,D,8,Gg CO2 equivalent,648.67865,648.67865,648.68,648.68,,MS data,1. Energy,TRUE,,TRUE
RO_2023_N2O_1A,RO,Romania,2023,N2O,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,D,9,Gg CO2 equivalent,648.06497,648.06497,648.06,648.06,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
RO_2023_N2O_1A1,RO,Romania,2023,N2O,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,D,10,Gg CO2 equivalent,182.65593,182.65593,182.66,182.66,,MS data,1.  Energy industries,TRUE,,TRUE
RO_2023_N2O_1A2,RO,Romania,2023,N2O,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,D,11,Gg CO2 equivalent,132.52129,132.52129,132.52,132.52,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
RO_2023_N2O_1A3,RO,Romania,2023,N2O,1A3,3.  Transport,1.A.3,1.A.3 - Transport,D,12,Gg CO2 equivalent,211.21844,211.21844,211.22,211.22,,MS data,3.  Transport (3),FALSE,1,TRUE
RO_2023_N2O_1A4,RO,Romania,2023,N2O,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,D,13,Gg CO2 equivalent,109.83231,109.83231,109.83,109.83,,MS data,4.  Other sectors,TRUE,,TRUE
RO_2023_N2O_1A5,RO,Romania,2023,N2O,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,D,14,Gg CO2 equivalent,11.837,11.837,11.84,11.84,,MS data,5.  Other,TRUE,,TRUE
RO_2023_N2O_1B,RO,Romania,2023,N2O,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,D,15,Gg CO2 equivalent,0.61369,0.61369,0.61,0.61,,MS data,B. Fugitive emissions from fuels,TRUE,,TRUE
RO_2023_N2O_1B1,RO,Romania,2023,N2O,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,D,16,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,1.  Solid fuels,TRUE,,TRUE
RO_2023_N2O_1B2,RO,Romania,2023,N2O,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,D,17,Gg CO2 equivalent,0.61369,0.61369,0.61,0.61,,MS data,2.  Oil and natural gas,TRUE,,TRUE
RO_2023_N2O_2,RO,Romania,2023,N2O,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,D,19,Gg CO2 equivalent,16.3423,16.34227,16.34,16.34,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_N2O_2B,RO,Romania,2023,N2O,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,D,21,Gg CO2 equivalent,14.72203,14.722,14.72,14.72,,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_N2O_2C,RO,Romania,2023,N2O,2C,C.  Metal industry,2.C,2.C - Metal Industry,D,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_N2O_2D,RO,Romania,2023,N2O,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,D,23,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
RO_2023_N2O_2G,RO,Romania,2023,N2O,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,D,26,Gg CO2 equivalent,1.62027,1.62027,1.62,1.62,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_N2O_2H,RO,Romania,2023,N2O,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,D,27,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_N2O_3,RO,Romania,2023,N2O,3,3.  Agriculture,3,3 - Agriculture,D,28,Gg CO2 equivalent,8229.43688,8229.441,"8,229.44",8229.44,,EEA,3.  Agriculture,TRUE,,TRUE
RO_2023_N2O_3B,RO,Romania,2023,N2O,3B,B.  Manure management,3.B,3.B - Manure Management,D,30,Gg CO2 equivalent,788.71826,788.718,788.72,788.72,,EEA,B.  Manure management,TRUE,,TRUE
RO_2023_N2O_3D,RO,Romania,2023,N2O,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,D,32,Gg CO2 equivalent,7269.74551,7269.75,"7,269.75",7269.75,,EEA,D.  Agricultural soils,TRUE,,TRUE
RO_2023_N2O_3E,RO,Romania,2023,N2O,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,D,33,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
RO_2023_N2O_3F,RO,Romania,2023,N2O,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,D,34,Gg CO2 equivalent,170.9731,170.973,170.97,170.97,,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
RO_2023_N2O_3J,RO,Romania,2023,N2O,3J,J.  Other ,3.J,3.J - Other agriculture emissions,D,38,Gg CO2 equivalent,0,NO,NO,,NO,EEA,J.  Other ,TRUE,,TRUE
RO_2023_N2O_4,RO,Romania,2023,N2O,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",D,39,Gg CO2 equivalent,102.18042,102.18042,102.18,102.18,,MS data,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
RO_2023_N2O_4A,RO,Romania,2023,N2O,4A,A. Forest land,4.A,4.A - Forest Land,D,40,Gg CO2 equivalent,11.89431,11.89431,11.89,11.89,,MS data,A. Forest land,TRUE,,TRUE
RO_2023_N2O_4B,RO,Romania,2023,N2O,4B,B. Cropland,4.B,4.B - Cropland,D,41,Gg CO2 equivalent,0.6528,0.6528,0.65,0.65,,MS data,B. Cropland,TRUE,,TRUE
RO_2023_N2O_4C,RO,Romania,2023,N2O,4C,C. Grassland,4.C,4.C - Grassland,D,42,Gg CO2 equivalent,83.50787,83.50787,83.51,83.51,,MS data,C. Grassland,TRUE,,TRUE
RO_2023_N2O_4D,RO,Romania,2023,N2O,4D,D. Wetlands,4.D,4.D - Wetlands,D,43,Gg CO2 equivalent,0.49374,0.49374,0.49,0.49,,MS data,D. Wetlands,TRUE,,TRUE
RO_2023_N2O_4E,RO,Romania,2023,N2O,4E,E. Settlements ,4.E,4.E - Settlements,D,44,Gg CO2 equivalent,5.63158,5.63158,5.63,5.63,,MS data,E. Settlements ,TRUE,,TRUE
RO_2023_N2O_4F,RO,Romania,2023,N2O,4F,F. Other land,4.F,4.F - Other Land,D,45,Gg CO2 equivalent,0.00013,0.00013,0,0.00,,MS data,F. Other land,TRUE,,TRUE
RO_2023_N2O_4H,RO,Romania,2023,N2O,4H,H. Other       ,4.H,4.H - Other LULUCF,D,47,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H. Other       ,TRUE,,TRUE
RO_2023_N2O_5,RO,Romania,2023,N2O,5,5.  Waste,5,5 - Waste management,D,48,Gg CO2 equivalent,394.03573,394.03573,394.04,394.04,,MS data,5.  Waste,TRUE,,TRUE
RO_2023_N2O_5B,RO,Romania,2023,N2O,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,D,50,Gg CO2 equivalent,19.65517,19.65517,19.66,19.66,,MS data,B.  Biological treatment of solid waste,TRUE,,TRUE
RO_2023_N2O_5C,RO,Romania,2023,N2O,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,D,51,Gg CO2 equivalent,1.31804,1.31804,1.32,1.32,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
RO_2023_N2O_5D,RO,Romania,2023,N2O,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,D,52,Gg CO2 equivalent,373.06252,373.06252,373.06,373.06,,MS data,D.  Waste water treatment and discharge,TRUE,,TRUE
RO_2023_N2O_5E,RO,Romania,2023,N2O,5E,E.  Other ,5.E,5.E - Other Disposal,D,53,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Other ,FALSE,,FALSE
RO_2023_N2O_6,RO,Romania,2023,N2O,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
