Internal code for this file,Country Code,Country name,Year,Gas/Scope,CRF code,Description as in CRF,Sector_code,Sector_name,Colum,Row,Unit,Emissions - MS [kt],Emissions - EEA [kt],Emissions with notation key [kt],Emissions,Notation key,Source,Description test,Check,Manually,Final check
RO_2023_HFCs_Total_net,RO,Romania,2023,HFCs,Total_net,Total (net emissions)(1),,,E,7,Gg CO2 equivalent,1981.55357,1981.55,"1,981.55",1981.55,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_HFCs_2,RO,Romania,2023,HFCs,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,E,19,Gg CO2 equivalent,1981.55357,1981.55,"1,981.55",1981.55,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_HFCs_2B,RO,Romania,2023,HFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,E,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_HFCs_2C,RO,Romania,2023,HFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,E,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_HFCs_2E,RO,Romania,2023,HFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,E,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_HFCs_2F,RO,Romania,2023,HFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,E,25,Gg CO2 equivalent,1981.55357,1981.55,"1,981.55",1981.55,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_HFCs_2G,RO,Romania,2023,HFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,E,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_HFCs_2H,RO,Romania,2023,HFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,E,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_HFCs_6,RO,Romania,2023,HFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_PFCs_Total_net,RO,Romania,2023,PFCs,Total_net,Total (net emissions)(1),,,F,7,Gg CO2 equivalent,0.82962,0.82962,0.83,0.83,,MS data,Total (net emissions)(1),TRUE,,TRUE
RO_2023_PFCs_2,RO,Romania,2023,PFCs,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,F,19,Gg CO2 equivalent,0.82962,0.82962,0.83,0.83,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_PFCs_2B,RO,Romania,2023,PFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,F,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_PFCs_2C,RO,Romania,2023,PFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,F,22,Gg CO2 equivalent,0.81347,0.81347,0.81,0.81,,MS data,C.  Metal industry,TRUE,,TRUE
RO_2023_PFCs_2E,RO,Romania,2023,PFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,F,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_PFCs_2F,RO,Romania,2023,PFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,F,25,Gg CO2 equivalent,0.01614,0.01614,0.02,0.02,,MS data,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_PFCs_2G,RO,Romania,2023,PFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,F,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_PFCs_2H,RO,Romania,2023,PFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,F,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_PFCs_6,RO,Romania,2023,PFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_SF6_Total_net,RO,Romania,2023,SF6,Total_net,Total (net emissions)(1),,,G,7,Gg CO2 equivalent,56.41685,56.4168,56.42,56.42,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_SF6_2,RO,Romania,2023,SF6,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,G,19,Gg CO2 equivalent,56.41685,56.4168,56.42,56.42,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_SF6_2B,RO,Romania,2023,SF6,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,G,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_SF6_2C,RO,Romania,2023,SF6,2C,C.  Metal industry,2.C,2.C - Metal Industry,G,22,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_SF6_2E,RO,Romania,2023,SF6,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,G,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_SF6_2F,RO,Romania,2023,SF6,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,G,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_SF6_2G,RO,Romania,2023,SF6,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,G,26,Gg CO2 equivalent,56.41685,56.4168,56.42,56.42,,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_SF6_2H,RO,Romania,2023,SF6,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,G,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_SF6_6,RO,Romania,2023,SF6,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_UnspecifiedMix_Total_net,RO,Romania,2023,UnspecifiedMix,Total_net,Total (net emissions)(1),,,H,7,Gg CO2 equivalent,0,NO,NO,,NO,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_UnspecifiedMix_2,RO,Romania,2023,UnspecifiedMix,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,H,19,Gg CO2 equivalent,0,NO,NO,,NO,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_UnspecifiedMix_2B,RO,Romania,2023,UnspecifiedMix,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,H,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_UnspecifiedMix_2C,RO,Romania,2023,UnspecifiedMix,2C,C.  Metal industry,2.C,2.C - Metal Industry,H,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_UnspecifiedMix_2E,RO,Romania,2023,UnspecifiedMix,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,H,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_UnspecifiedMix_2F,RO,Romania,2023,UnspecifiedMix,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,H,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_UnspecifiedMix_2G,RO,Romania,2023,UnspecifiedMix,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,H,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_UnspecifiedMix_2H,RO,Romania,2023,UnspecifiedMix,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,H,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_UnspecifiedMix_6,RO,Romania,2023,UnspecifiedMix,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_NF3_Total_net,RO,Romania,2023,NF3,Total_net,Total (net emissions)(1),,,I,7,Gg CO2 equivalent,0,NO,NO,,NO,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_NF3_2,RO,Romania,2023,NF3,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,I,19,Gg CO2 equivalent,0,NO,NO,,NO,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_NF3_2B,RO,Romania,2023,NF3,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,I,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_NF3_2C,RO,Romania,2023,NF3,2C,C.  Metal industry,2.C,2.C - Metal Industry,I,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_NF3_2E,RO,Romania,2023,NF3,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,I,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_NF3_2F,RO,Romania,2023,NF3,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,I,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_NF3_2G,RO,Romania,2023,NF3,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,I,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_NF3_2H,RO,Romania,2023,NF3,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,I,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_NF3_6,RO,Romania,2023,NF3,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_Total_Total_net,RO,Romania,2023,Total,Total_net,Total (net emissions)(1),,,J,7,Gg CO2 equivalent,58762.12616,58768.34091,"58,768.34",58768.34,,EEA,Total (net emissions)(1),TRUE,,TRUE
RO_2023_Total_1,RO,Romania,2023,Total,1,1. Energy,1,1 - Energy,J,8,Gg CO2 equivalent,72090.46171,72090.46008,"72,090.46",72090.46,,EEA,1. Energy,TRUE,,TRUE
RO_2023_Total_1A,RO,Romania,2023,Total,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,J,9,Gg CO2 equivalent,63255.74008,63255.74008,"63,255.74",63255.74,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
RO_2023_Total_1A1,RO,Romania,2023,Total,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,J,10,Gg CO2 equivalent,17828.51463,17828.51463,"17,828.51",17828.51,,MS data,1.  Energy industries,TRUE,,TRUE
RO_2023_Total_1A2,RO,Romania,2023,Total,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,J,11,Gg CO2 equivalent,12935.01879,12935.01879,"12,935.02",12935.02,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
RO_2023_Total_1A3,RO,Romania,2023,Total,1A3,3.  Transport,1.A.3,1.A.3 - Transport,J,12,Gg CO2 equivalent,20616.41872,20616.41872,"20,616.42",20616.42,,MS data,3.  Transport (3),FALSE,1,TRUE
RO_2023_Total_1A4,RO,Romania,2023,Total,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,J,13,Gg CO2 equivalent,10720.41303,10720.41303,"10,720.41",10720.41,,MS data,4.  Other sectors,TRUE,,TRUE
RO_2023_Total_1A5,RO,Romania,2023,Total,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,J,14,Gg CO2 equivalent,1155.37492,1155.37492,"1,155.37",1155.37,,MS data,5.  Other,TRUE,,TRUE
RO_2023_Total_1B,RO,Romania,2023,Total,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,J,15,Gg CO2 equivalent,8834.72163,8834.72,"8,834.72",8834.72,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
RO_2023_Total_1B1,RO,Romania,2023,Total,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,J,16,Gg CO2 equivalent,5625.3901,5625.39,"5,625.39",5625.39,,EEA,1.  Solid fuels,TRUE,,TRUE
RO_2023_Total_1B2,RO,Romania,2023,Total,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,J,17,Gg CO2 equivalent,3209.33153,3209.33,"3,209.33",3209.33,,EEA,2.  Oil and natural gas,TRUE,,TRUE
RO_2023_Total_1C,RO,Romania,2023,Total,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,J,18,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
RO_2023_Total_2,RO,Romania,2023,Total,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,J,19,Gg CO2 equivalent,8491.63151,8491.6311,"8,491.63",8491.63,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_Total_2A,RO,Romania,2023,Total,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,J,20,Gg CO2 equivalent,4305.41849,4305.42,"4,305.42",4305.42,,EEA,A.  Mineral industry,TRUE,,TRUE
RO_2023_Total_2B,RO,Romania,2023,Total,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,J,21,Gg CO2 equivalent,123.96942,123.969,123.97,123.97,,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_Total_2C,RO,Romania,2023,Total,2C,C.  Metal industry,2.C,2.C - Metal Industry,J,22,Gg CO2 equivalent,1360.39216,1360.39,"1,360.39",1360.39,,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_Total_2D,RO,Romania,2023,Total,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,J,23,Gg CO2 equivalent,662.24462,662.245,662.25,662.25,,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
RO_2023_Total_2E,RO,Romania,2023,Total,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,J,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_Total_2F,RO,Romania,2023,Total,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,J,25,Gg CO2 equivalent,1981.56971,1981.57,"1,981.57",1981.57,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_Total_2G,RO,Romania,2023,Total,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,J,26,Gg CO2 equivalent,58.03711,58.0371,58.04,58.04,,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_Total_2H,RO,Romania,2023,Total,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,J,27,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,H.  Other ,TRUE,,TRUE
RO_2023_Total_3,RO,Romania,2023,Total,3,3.  Agriculture,3,3 - Agriculture,J,28,Gg CO2 equivalent,18050.62427,18050.62,"18,050.62",18050.62,,EEA,3.  Agriculture,TRUE,,TRUE
RO_2023_Total_3A,RO,Romania,2023,Total,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,J,29,Gg CO2 equivalent,8403.3242,8403.32,"8,403.32",8403.32,,EEA,A.  Enteric fermentation,TRUE,,TRUE
RO_2023_Total_3B,RO,Romania,2023,Total,3B,B.  Manure management,3.B,3.B - Manure Management,J,30,Gg CO2 equivalent,1454.17463,1454.17,"1,454.17",1454.17,,EEA,B.  Manure management,TRUE,,TRUE
RO_2023_Total_3C,RO,Romania,2023,Total,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,J,31,Gg CO2 equivalent,10.40606,10.4061,10.41,10.41,,EEA,C.  Rice cultivation,TRUE,,TRUE
RO_2023_Total_3D,RO,Romania,2023,Total,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,J,32,Gg CO2 equivalent,7269.74551,7269.75,"7,269.75",7269.75,,EEA,D.  Agricultural soils,TRUE,,TRUE
RO_2023_Total_3E,RO,Romania,2023,Total,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,J,33,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
RO_2023_Total_3F,RO,Romania,2023,Total,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,J,34,Gg CO2 equivalent,762.19399,762.194,762.19,762.19,,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
RO_2023_Total_3G,RO,Romania,2023,Total,3G,G. Liming,3.G,3.G - Liming,J,35,Gg CO2 equivalent,69.02841,69.0284,69.03,69.03,,EEA,G. Liming,TRUE,,TRUE
RO_2023_Total_3H,RO,Romania,2023,Total,3H,H. Urea application,3.H,3.H - Urea Application,J,36,Gg CO2 equivalent,81.75146,81.7515,81.75,81.75,,EEA,H. Urea application,TRUE,,TRUE
RO_2023_Total_3I,RO,Romania,2023,Total,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,J,37,Gg CO2 equivalent,0,NO,NO,,NO,EEA,I.  Other carbon-containing fertilizers,TRUE,,TRUE
RO_2023_Total_3J,RO,Romania,2023,Total,3J,J.  Other ,3.J,3.J - Other agriculture emissions,J,38,Gg CO2 equivalent,0,NO,NO,,NO,EEA,J.  Other ,TRUE,,TRUE
RO_2023_Total_4,RO,Romania,2023,Total,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",J,39,Gg CO2 equivalent,-46466.40039,-46460.17932,"-46,460.18",-46460.18,,EEA,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
RO_2023_Total_4A,RO,Romania,2023,Total,4A,A. Forest land,4.A,4.A - Forest Land,J,40,Gg CO2 equivalent,-27593.15369,-27593.15369,"-27,593.15",-27593.15,,MS data,A. Forest land,TRUE,,TRUE
RO_2023_Total_4B,RO,Romania,2023,Total,4B,B. Cropland,4.B,4.B - Cropland,J,41,Gg CO2 equivalent,-15342.11127,-15342.11127,"-15,342.11",-15342.11,,MS data,B. Cropland,TRUE,,TRUE
RO_2023_Total_4C,RO,Romania,2023,Total,4C,C. Grassland,4.C,4.C - Grassland,J,42,Gg CO2 equivalent,-1558.48389,-1558.48389,"-1,558.48",-1558.48,,MS data,C. Grassland,TRUE,,TRUE
RO_2023_Total_4D,RO,Romania,2023,Total,4D,D. Wetlands,4.D,4.D - Wetlands,J,43,Gg CO2 equivalent,-260.64839,-260.64839,-260.65,-260.65,,MS data,D. Wetlands,TRUE,,TRUE
RO_2023_Total_4E,RO,Romania,2023,Total,4E,E. Settlements ,4.E,4.E - Settlements,J,44,Gg CO2 equivalent,674.90668,674.90668,674.91,674.91,,MS data,E. Settlements ,TRUE,,TRUE
RO_2023_Total_4F,RO,Romania,2023,Total,4F,F. Other land,4.F,4.F - Other Land,J,45,Gg CO2 equivalent,-30.44559,-30.44559,-30.45,-30.45,,MS data,F. Other land,TRUE,,TRUE
RO_2023_Total_4G,RO,Romania,2023,Total,4G,G. Harvested wood products,4.G,4.G - Harvested Wood Products,J,46,Gg CO2 equivalent,-2356.46424,-2356.46424,"-2,356.46",-2356.46,,MS data,G. Harvested wood products,TRUE,,TRUE
RO_2023_Total_4H,RO,Romania,2023,Total,4H,H. Other       ,4.H,4.H - Other LULUCF,J,47,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H. Other       ,TRUE,,TRUE
RO_2023_Total_5,RO,Romania,2023,Total,5,5.  Waste,5,5 - Waste management,J,48,Gg CO2 equivalent,6595.80905,6595.80905,"6,595.81",6595.81,,MS data,5.  Waste,TRUE,,TRUE
RO_2023_Total_5A,RO,Romania,2023,Total,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,J,49,Gg CO2 equivalent,4431.47564,4431.47564,"4,431.48",4431.48,,MS data,A.  Solid waste disposal ,FALSE,,FALSE
RO_2023_Total_5B,RO,Romania,2023,Total,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,J,50,Gg CO2 equivalent,89.00766,89.00766,89.01,89.01,,MS data,B.  Biological treatment of solid waste,TRUE,,TRUE
RO_2023_Total_5C,RO,Romania,2023,Total,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,J,51,Gg CO2 equivalent,6.46008,6.46008,6.46,6.46,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
RO_2023_Total_5D,RO,Romania,2023,Total,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,J,52,Gg CO2 equivalent,2068.86567,2068.86567,"2,068.87",2068.87,,MS data,D.  Waste water treatment and discharge,TRUE,,TRUE
RO_2023_Total_5E,RO,Romania,2023,Total,5E,E.  Other ,5.E,5.E - Other Disposal,J,53,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Other ,FALSE,,FALSE
RO_2023_Total_6,RO,Romania,2023,Total,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
RO_2023_ETS_1,RO,Romania,2023,ETS,1,1. Energy,1,1 - Energy,L,8,Gg CO2 equivalent,18181.25426,18181.3,"18,181.30",18181.30,,EEA,1. Energy,TRUE,,TRUE
RO_2023_ETS_1A,RO,Romania,2023,ETS,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,L,9,Gg CO2 equivalent,17599.67909,17599.7,"17,599.70",17599.70,,EEA,A. Fuel combustion (sectoral approach),TRUE,,TRUE
RO_2023_ETS_1A1,RO,Romania,2023,ETS,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,L,10,Gg CO2 equivalent,14048.53086,14048.5,"14,048.50",14048.50,,EEA,1.  Energy industries,TRUE,,TRUE
RO_2023_ETS_1A2,RO,Romania,2023,ETS,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,L,11,Gg CO2 equivalent,3551.14823,3551.15,"3,551.15",3551.15,,EEA,2.  Manufacturing industries and construction,TRUE,,TRUE
RO_2023_ETS_1A3,RO,Romania,2023,ETS,1A3,3.  Transport,1.A.3,1.A.3 - Transport,L,12,Gg CO2 equivalent,0,NA,NA,,NA,EEA,3.  Transport (3),FALSE,1,TRUE
RO_2023_ETS_1A4,RO,Romania,2023,ETS,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,L,13,Gg CO2 equivalent,0,NA,NA,,NA,EEA,4.  Other sectors,TRUE,,TRUE
RO_2023_ETS_1A5,RO,Romania,2023,ETS,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,L,14,Gg CO2 equivalent,0,NA,NA,,NA,EEA,5.  Other,TRUE,,TRUE
RO_2023_ETS_1B,RO,Romania,2023,ETS,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,L,15,Gg CO2 equivalent,581.57517,581.575,581.58,581.58,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
RO_2023_ETS_1B1,RO,Romania,2023,ETS,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,L,16,Gg CO2 equivalent,0,NA,NA,,NA,EEA,1.  Solid fuels,TRUE,,TRUE
RO_2023_ETS_1B2,RO,Romania,2023,ETS,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,L,17,Gg CO2 equivalent,581.57517,581.575,581.58,581.58,,EEA,2.  Oil and natural gas,TRUE,,TRUE
RO_2023_ETS_1C,RO,Romania,2023,ETS,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,L,18,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
RO_2023_ETS_2,RO,Romania,2023,ETS,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,L,19,Gg CO2 equivalent,5373.65792,5373.66,"5,373.66",5373.66,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
RO_2023_ETS_2A,RO,Romania,2023,ETS,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,L,20,Gg CO2 equivalent,3961.54761,3961.55,"3,961.55",3961.55,,EEA,A.  Mineral industry,TRUE,,TRUE
RO_2023_ETS_2B,RO,Romania,2023,ETS,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,L,21,Gg CO2 equivalent,61.73414,61.7341,61.73,61.73,,EEA,B.  Chemical industry,TRUE,,TRUE
RO_2023_ETS_2C,RO,Romania,2023,ETS,2C,C.  Metal industry,2.C,2.C - Metal Industry,L,22,Gg CO2 equivalent,1349.67899,1349.68,"1,349.68",1349.68,,EEA,C.  Metal industry,TRUE,,TRUE
RO_2023_ETS_2D,RO,Romania,2023,ETS,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,L,23,Gg CO2 equivalent,0.69718,0.69718,0.7,0.70,,MS data,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
RO_2023_ETS_2E,RO,Romania,2023,ETS,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,L,24,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Electronic Industry ,TRUE,,TRUE
RO_2023_ETS_2F,RO,Romania,2023,ETS,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,L,25,Gg CO2 equivalent,0,NA,NA,,NA,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
RO_2023_ETS_2G,RO,Romania,2023,ETS,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,L,26,Gg CO2 equivalent,0,NA,NA,,NA,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
RO_2023_ETS_2H,RO,Romania,2023,ETS,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,L,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
RO_2023_ETS_3,RO,Romania,2023,ETS,3,3.  Agriculture,3,3 - Agriculture,L,28,Gg CO2 equivalent,0,,,,,EEA,3.  Agriculture,TRUE,,TRUE
RO_2023_ETS_3A,RO,Romania,2023,ETS,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,L,29,Gg CO2 equivalent,0,,,,,EEA,A.  Enteric fermentation,TRUE,,TRUE
